,base_case
C3H5-T + H <=> C3H5-A + H,-4.7584026465603396e-07
C3H5-T + H <=> C3H5-A + H,-3.417083100316161e-07
C3H5-T + H <=> C2H3 + CH3,2.492549388275478e-07
C3H5-T + H <=> C2H3 + CH3,7.570267410344285e-08
C3H6 <=> C3H5-S + H,-2.2829050157132288e-07
C3H6 + H <=> C3H5-A + H2,-0.0003644345388165853
C3H6 + O2 <=> C3H5-A + HO2,-4.3910394157211174e-07
C3H6 + O <=> C3H5-A + OH,-7.422613037322589e-05
C3H6 + OH <=> C3H5-A + H2O,-0.00023598908711323913
C3H6 + HO2 <=> C3H5-A + H2O2,1.4210097726953436e-07
C3H6 + CH3 <=> C3H5-A + CH4,-6.272250266036577e-06
C3H6 + CH3O <=> C3H5-A + CH3OH,3.92449773440424e-08
C3H6 + CH3O2 <=> C3H5-A + CH3O2H,9.694025236950481e-09
C2H5 + C3H6 <=> C2H6 + C3H5-A,8.429031941287938e-10
C2H5O2 + C3H6 <=> C2H5O2H + C3H5-A,2.5729366627939884e-11
C3H6 + H <=> C3H5-T + H2,1.2951395827034366e-05
C3H6 + O <=> C3H5-T + OH,2.4551069102925803e-06
C3H6 + OH <=> C3H5-T + H2O,1.474355920194809e-05
C3H6 + HO2 <=> C3H5-T + H2O2,7.916809461333383e-08
C3H6 + O2 <=> C3H5-T + HO2,-8.167227071212747e-10
C3H6 + CH3 <=> C3H5-T + CH4,2.5293118190220743e-07
C3H6 + H <=> C3H5-S + H2,7.061645131376145e-06
C3H6 + H <=> C3H5-S + H2,6.994546117837779e-06
C3H6 + O2 <=> C3H5-S + HO2,-1.0822908422500258e-09
C3H6 + O <=> C3H5-S + OH,3.654245389631453e-06
C3H6 + OH <=> C3H5-S + H2O,3.184446049384077e-05
C3H6 + HO2 <=> C3H5-S + H2O2,9.119108562405919e-08
C3H6 + CH3 <=> C3H5-S + CH4,2.913234214674195e-07
C3H6 + O <=> C2H5 + HCO,8.095877001236844e-05
C3H6 + O => CH2CO + CH3 + H,7.0698780062243374e-06
C3H6 + O => CH3CHCO + 2 H,3.715556892442801e-05
C3H6 + H <=> NC3H7,-9.733006653108082e-07
C3H6 + H <=> NC3H7,-6.448116491618365e-07
C3H6 + H <=> C2H4 + CH3,0.00014790141374000328
C3H6 + H <=> C2H4 + CH3,0.0
C3H6 + H <=> IC3H7,2.6495395600276193e-06
C3H6 + H <=> IC3H7,5.003705350585201e-06
C2H4 + CH3 <=> NC3H7,2.693451971889953e-05
C2H4 + CH3 <=> NC3H7,1.5894353150572182e-06
C3H6 + HO2 <=> IC3H7 + O2,1.1378232287963966e-06
C3H5-A + H <=> C3H4-A + H2,-2.0216053255032644e-05
C3H5-A + OH <=> C3H4-A + H2O,-1.1617952528315066e-05
C3H5-A + CH3 <=> C3H4-A + CH4,-2.3864951380927474e-06
C2H5 + C3H5-A <=> C2H6 + C3H4-A,-1.329703961758343e-08
C2H3 + C3H5-A <=> C2H4 + C3H4-A,-4.1609457909997686e-08
2 C3H4-A <=> C3H3 + C3H5-A,-1.2915722389361456e-11
C3H5-S + H <=> C3H4-A + H2,-4.1300195599996893e-07
C3H5-S + CH3 <=> C3H4-A + CH4,-1.8852376063055316e-08
C3H5-S + H <=> C3H4-P + H2,-4.0075823185485136e-07
C3H5-S + CH3 <=> C3H4-P + CH4,-1.8094297507098437e-08
C3H5-T + H <=> C3H4-P + H2,-8.110128989943271e-07
C3H5-T + CH3 <=> C3H4-P + CH4,-3.634961658756581e-08
2 C3H5-A <=> C3H4-A + C3H6,2.1927397047294258e-12
